ano_mes,variacao_pct,indice_relativo,item,codigo_sidra
2025-09-01,-0.06,299.4358516776454,Café moído,7392
2025-10-01,-0.31,298.5076005374447,Café moído,7392
2025-11-01,-1.36,294.44789717013543,Café moído,7392
2025-12-01,-0.26,293.68233263749306,Café moído,7392
2026-01-01,-1.18,290.21688111237063,Café moído,7392
2026-02-01,-1.2,286.73427853902217,Café moído,7392
2026-03-01,-1.28,283.06407977372265,Café moído,7392
2026-04-01,-2.3,276.55360593892703,Café moído,7392
2026-05-01,-2.38,269.97163011758056,Café moído,7392
2026-06-01,-3.72,259.92868547720656,Café moído,7392
2026-07-01,-2.45,253.560432683015,Café moído,7392
2026-08-01,-1.86,248.84420863511093,Café moído,7392
