ano_mes,periodo,item,variacao_pct,indice_relativo,indice_relativo_real,ipca_indice
2022-07-01,Bolsonaro,Feijão carioca,-1.69,192.73198279559344,229.44151982389255,6411.95
2022-08-01,Bolsonaro,Feijão carioca,-5.39,182.34372892291097,217.8588110145036,6388.87
2022-09-01,Bolsonaro,Feijão carioca,-4.78,173.62769868039584,208.0485748638468,6370.34
2022-10-01,Bolsonaro,Feijão carioca,-3.55,167.4639153772418,199.48572827340863,6407.93
2022-11-01,Bolsonaro,Feijão carioca,-1.18,165.48784117579032,196.32693324706693,6434.2
2022-12-01,Bolsonaro,Feijão carioca,7.37,177.6842950704461,209.49741070337006,6474.09
2023-01-01,Lula,Feijão carioca,5.69,187.79453145995447,220.25057638990663,6508.4
2023-02-01,Lula,Feijão carioca,1.23,190.1044041969119,221.10241719926708,6563.07
2023-03-01,Lula,Feijão carioca,0.28,190.63669652866324,220.15830609447792,6609.67
2023-04-01,Lula,Feijão carioca,4.41,199.0437748455773,228.47356363911913,6649.99
2023-05-01,Lula,Feijão carioca,-0.03,198.9840617131236,227.8810656702294,6665.28
2023-06-01,Lula,Feijão carioca,-6.44,186.16948813879847,213.37615476778663,6659.95
2023-07-01,Lula,Feijão carioca,-9.24,168.9674274347735,193.42814064282763,6667.94
2023-08-01,Lula,Feijão carioca,-8.27,154.99382118591774,177.02437810341374,6683.28
2023-09-01,Lula,Feijão carioca,-7.55,143.29178768638096,163.23454294372698,6700.66
2023-10-01,Lula,Feijão carioca,-4.67,136.60006120142697,155.2389529987119,6716.74
2023-11-01,Lula,Feijão carioca,-1.44,134.63302032012643,152.5762275832261,6735.55
2023-12-01,Lula,Feijão carioca,13.79,153.19891382227186,172.6496278688994,6773.27
2024-01-01,Lula,Feijão carioca,9.7,168.05920846303223,188.6044400263862,6801.72
2024-02-01,Lula,Feijão carioca,5.07,176.57981033210797,196.53556351349653,6858.17
2024-03-01,Lula,Feijão carioca,0.78,177.9571328526984,197.75222592714707,6869.14
2024-04-01,Lula,Feijão carioca,-3.94,170.9456218183021,189.24174486052962,6895.24
2024-05-01,Lula,Feijão carioca,-6.08,160.55212801174935,176.92195712161256,6926.96
2024-06-01,Lula,Feijão carioca,-4.29,153.6644417200453,168.97707076280253,6941.51
2024-07-01,Lula,Feijão carioca,-1.82,150.86774888074046,165.27359455860156,6967.89
2024-08-01,Lula,Feijão carioca,-4.1,144.6821711766301,158.52900157763415,6966.5
2024-09-01,Lula,Feijão carioca,-1.42,142.62768434592195,155.593337141525,6997.15
2024-10-01,Lula,Feijão carioca,-0.48,141.94307146106152,153.984266139979,7036.33
2024-11-01,Lula,Feijão carioca,-0.51,141.2191617966101,152.6038280409382,7063.77
2024-12-01,Lula,Feijão carioca,-0.82,140.0611646698779,150.5695491856985,7100.5
2025-01-01,Lula,Feijão carioca,-1.35,138.17033894683456,148.29959762413012,7111.86
2025-02-01,Lula,Feijão carioca,-3.33,133.56926665990497,141.50738211310522,7205.03
2025-03-01,Lula,Feijão carioca,0.74,134.55767923318828,141.76064110552514,7245.38
2025-04-01,Lula,Feijão carioca,2.38,137.76015199893817,144.5130412315269,7276.54
2025-05-01,Lula,Feijão carioca,1.19,139.39949780772554,145.85350733892923,7295.46
2025-06-01,Lula,Feijão carioca,-0.49,138.7164402684677,144.7913082305104,7312.97
2025-07-01,Lula,Feijão carioca,-2.29,135.53983378631978,141.10877627226884,7331.98
2025-08-01,Lula,Feijão carioca,-2.3,132.42241760923443,138.01518188608767,7323.91
2025-09-01,Lula,Feijão carioca,-0.63,131.58815637829625,136.49062012152396,7359.06
2025-10-01,Lula,Feijão carioca,1.64,133.7462021429003,138.60438175202435,7365.68
2025-11-01,Lula,Feijão carioca,0.83,134.85629562068638,139.50365789946687,7378.94
2025-12-01,Lula,Feijão carioca,-0.51,134.16852851302087,138.33569087546837,7403.29
2026-01-01,Lula,Feijão carioca,-0.64,133.30984993053755,136.9982640413582,7427.72
2026-02-01,Lula,Feijão carioca,11.73,148.9470953273896,152.00421359463002,7479.71
2026-03-01,Lula,Feijão carioca,15.4,171.8849480078076,173.8827281425741,7545.53
2026-04-01,Lula,Feijão carioca,3.47,177.8493557036785,178.7189247939387,7596.09
2026-05-01,Lula,Feijão carioca,6.44,189.3028542109954,189.13139478269358,7640.15
2026-06-01,Lula,Feijão carioca,8.31,205.03392139592916,204.52109344125392,7652.37
2026-07-01,Lula,Feijão carioca,-2.17,200.58468530163745,199.94293836228465,7657.73
2026-08-01,Lula,Feijão carioca,-4.82,190.9165034700985,190.9165034700985,7633.23
2019-01-01,Bolsonaro,Leite longa vida,2.1,100.0,149.17597074808526,5116.93
2019-02-01,Bolsonaro,Leite longa vida,2.41,102.41,152.1170913594853,5138.93
2019-03-01,Bolsonaro,Leite longa vida,0.52,102.942532,151.7698844297234,5177.47
2019-04-01,Bolsonaro,Leite longa vida,-0.3,102.633704404,150.45701567275944,5206.98
2019-05-01,Bolsonaro,Leite longa vida,2.37,105.0661231983748,153.82284988377472,5213.75
2019-06-01,Bolsonaro,Leite longa vida,0.72,105.82259928540311,154.91492376561197,5214.27
2019-07-01,Bolsonaro,Leite longa vida,-0.75,105.0289297907626,153.46140020955303,5224.18
2019-08-01,Bolsonaro,Leite longa vida,-0.33,104.68233432245307,152.78681259982034,5229.93
2019-09-01,Bolsonaro,Leite longa vida,1.58,106.33631520474783,155.26289085173556,5227.84
2019-10-01,Bolsonaro,Leite longa vida,-1.55,104.68810231907426,152.70354940121712,5233.07
2019-11-01,Bolsonaro,Leite longa vida,-1.09,103.54700200379636,150.27265162392172,5259.76
2019-12-01,Bolsonaro,Leite longa vida,0.3,103.85764300980772,149.00977892989135,5320.25
2020-01-01,Bolsonaro,Leite longa vida,-0.38,103.46298396637046,148.13253375303725,5331.42
2020-02-01,Bolsonaro,Leite longa vida,0.85,104.3424193300846,149.01907208063645,5344.75
2020-03-01,Bolsonaro,Leite longa vida,1.75,106.16841166836107,151.5208787899545,5348.49
2020-04-01,Bolsonaro,Leite longa vida,9.59,116.34996234735692,166.56808218606753,5331.91
2020-05-01,Bolsonaro,Leite longa vida,-1.4,114.72106287449392,164.86256789612892,5311.65
2020-06-01,Bolsonaro,Leite longa vida,2.33,117.39406363946964,168.26638232090914,5325.46
2020-07-01,Bolsonaro,Leite longa vida,3.79,121.84329865140556,174.01727015057514,5344.63
2020-08-01,Bolsonaro,Leite longa vida,4.84,127.7405143061336,182.00280095735818,5357.46
2020-09-01,Bolsonaro,Leite longa vida,6.01,135.41771921593224,191.71411820849085,5391.75
2020-10-01,Bolsonaro,Leite longa vida,-0.71,134.4562534094991,188.72983810820483,5438.12
2020-11-01,Bolsonaro,Leite longa vida,-3.47,129.7906214161895,180.57378176197298,5486.52
2020-12-01,Bolsonaro,Leite longa vida,1.57,131.8283341724237,180.96568803939323,5560.59
2021-01-01,Bolsonaro,Leite longa vida,-1.35,130.048651661096,178.07750472581844,5574.49
2021-02-01,Bolsonaro,Leite longa vida,-3.3,125.7570461562798,170.73266495652229,5622.43
2021-03-01,Bolsonaro,Leite longa vida,-2.27,122.90236120853226,165.31952072486476,5674.72
2021-04-01,Bolsonaro,Leite longa vida,2.4,125.85201787753704,168.76406914299326,5692.31
2021-05-01,Bolsonaro,Leite longa vida,-0.14,125.67582505250849,167.1404215768385,5739.56
2021-06-01,Bolsonaro,Leite longa vida,4.03,130.74056080212458,172.95948528965462,5769.98
2021-07-01,Bolsonaro,Leite longa vida,3.71,135.59103560788338,177.67069915441655,5825.37
2021-08-01,Bolsonaro,Leite longa vida,1.67,137.85540590253504,179.0798274346555,5876.05
2021-09-01,Bolsonaro,Leite longa vida,1.35,139.71645388221927,179.4162432463477,5944.21
2021-10-01,Bolsonaro,Leite longa vida,-1.71,137.3273025208333,174.17116286607487,6018.51
2021-11-01,Bolsonaro,Leite longa vida,-4.83,130.69439380907707,164.19869474171023,6075.69
2021-12-01,Bolsonaro,Leite longa vida,-2.89,126.91732582799474,158.29784430004122,6120.04
2022-01-01,Bolsonaro,Leite longa vida,0.4,127.42499513130672,158.07737178980713,6153.09
2022-02-01,Bolsonaro,Leite longa vida,1.04,128.75021508067232,158.12422436788287,6215.24
2022-03-01,Bolsonaro,Leite longa vida,9.34,140.77548516920712,170.13672676203612,6315.93
2022-04-01,Bolsonaro,Leite longa vida,10.31,155.28943769015237,185.70927143540246,6382.88
2022-05-01,Bolsonaro,Leite longa vida,4.65,162.51039654274445,193.43559121673462,6412.88
2022-06-01,Bolsonaro,Leite longa vida,10.72,179.93151105212664,212.74636308285113,6455.85
2022-07-01,Bolsonaro,Leite longa vida,25.46,225.74207376599807,268.73902162880705,6411.95
2022-08-01,Bolsonaro,Leite longa vida,-1.78,221.7238648529633,264.9090147258568,6388.87
2022-09-01,Bolsonaro,Leite longa vida,-13.71,191.325522981622,229.25490975191374,6370.34
2022-10-01,Bolsonaro,Leite longa vida,-6.32,179.2337499291835,213.50614581806312,6407.93
2022-11-01,Bolsonaro,Leite longa vida,-7.09,166.5260770592044,197.55864710307898,6434.2
2022-12-01,Bolsonaro,Leite longa vida,-3.83,160.14812830783686,188.82151737823068,6474.09
2023-01-01,Lula,Leite longa vida,-0.3,159.66768392291334,187.26263827529036,6508.4
2023-02-01,Lula,Leite longa vida,4.62,167.04433092015194,194.28221824689228,6563.07
2023-03-01,Lula,Leite longa vida,0.09,167.19467081798007,193.08609614820858,6609.67
2023-04-01,Lula,Leite longa vida,4.96,175.4875264905519,201.43438589132845,6649.99
2023-05-01,Lula,Leite longa vida,2.37,179.64658086837798,205.73534352374227,6665.28
2023-06-01,Lula,Leite longa vida,-2.68,174.83205250110544,200.3818749559701,6659.95
2023-07-01,Lula,Leite longa vida,-1.86,171.5801763245849,196.41912634578463,6667.94
2023-08-01,Lula,Leite longa vida,-3.35,165.83224041771132,189.40335172605168,6683.28
2023-09-01,Lula,Leite longa vida,-4.06,159.09945145675223,181.24225163539484,6700.66
2023-10-01,Lula,Leite longa vida,-5.48,150.38080151692222,170.90005651000575,6716.74
2023-11-01,Lula,Leite longa vida,-0.58,149.50859286812403,169.43434112117797,6735.55
2023-12-01,Lula,Leite longa vida,-1.26,147.6247845979857,166.36778609694906,6773.27
2024-01-01,Lula,Leite longa vida,0.71,148.6729205686314,166.84817920644988,6801.72
2024-02-01,Lula,Leite longa vida,3.49,153.86160549647664,171.2499140330249,6858.17
2024-03-01,Lula,Leite longa vida,2.63,157.90816572103398,175.47310839883423,6869.14
2024-04-01,Lula,Leite longa vida,1.47,160.22941575713318,177.37859497853907,6895.24
2024-05-01,Lula,Leite longa vida,5.36,168.81771244171554,186.03029714932325,6926.96
2024-06-01,Lula,Leite longa vida,7.43,181.360868476135,199.4334405738936,6941.51
2024-07-01,Lula,Leite longa vida,-0.92,179.69234848615457,196.85055665846755,6967.89
2024-08-01,Lula,Leite longa vida,-1.21,177.51807106947211,194.5074665369449,6966.5
2024-09-01,Lula,Leite longa vida,1.17,179.59503250098496,195.9212236321207,6997.15
2024-10-01,Lula,Leite longa vida,1.97,183.1330546412544,198.66844316273716,7036.33
2024-11-01,Lula,Leite longa vida,-1.72,179.9831661014248,194.4928703766372,7063.77
2024-12-01,Lula,Leite longa vida,-2.53,175.42959199905877,188.591567429755,7100.5
2025-01-01,Lula,Leite longa vida,-1.53,172.74551924147318,185.40948216635175,7111.86
2025-02-01,Lula,Leite longa vida,-1.04,170.94896584136183,181.10858310503335,7205.03
2025-03-01,Lula,Leite longa vida,3.34,176.65866130046336,186.11531668436103,7245.38
2025-04-01,Lula,Leite longa vida,1.71,179.67952440870127,188.48726676445548,7276.54
2025-05-01,Lula,Leite longa vida,-0.89,178.08037664146383,186.32525891320367,7295.46
2025-06-01,Lula,Leite longa vida,-0.25,177.63517569986018,185.414428365964,7312.97
2025-07-01,Lula,Leite longa vida,0.11,177.83057439313004,185.13712194726006,7331.98
2025-08-01,Lula,Leite longa vida,-1.04,175.9811364194415,183.41357143260544,7323.91
2025-09-01,Lula,Leite longa vida,-0.45,175.189221305554,181.71609142284393,7359.06
2025-10-01,Lula,Leite longa vida,-1.88,171.8956639450096,178.13957963079653,7365.68
2025-11-01,Lula,Leite longa vida,-4.98,163.33525988054814,168.96405253030878,7378.94
2025-12-01,Lula,Leite longa vida,-6.42,152.84913619621693,157.59650262073336,7403.29
2026-01-01,Lula,Leite longa vida,-5.59,144.3048694828484,148.29749356229945,7427.72
2026-02-01,Lula,Leite longa vida,1.24,146.0942498644357,149.09281387817262,7479.71
2026-03-01,Lula,Leite longa vida,11.74,163.24571479852045,165.1430830665984,7545.53
2026-04-01,Lula,Leite longa vida,13.66,185.54507943999835,186.45227567521954,7596.09
2026-05-01,Lula,Leite longa vida,0.77,186.97377655168637,186.80442666539648,7640.15
2026-06-01,Lula,Leite longa vida,-0.19,186.6185263762381,186.15175874806,7652.37
2026-07-01,Lula,Leite longa vida,2.47,191.2280039777312,190.6161926318814,7657.73
2026-08-01,Lula,Leite longa vida,1.78,194.6318624485348,194.6318624485348,7633.23
2019-01-01,Bolsonaro,Óleo de soja,0.19,100.0,149.17597074808526,5116.93
2019-02-01,Bolsonaro,Óleo de soja,-0.86,99.14,147.25992029469168,5138.93
2019-03-01,Bolsonaro,Óleo de soja,1.09,100.220626,147.75693321293602,5177.47
2019-04-01,Bolsonaro,Óleo de soja,-0.49,99.7295449326,146.19963093114828,5206.98
2019-05-01,Bolsonaro,Óleo de soja,-1.17,98.56270925688855,144.3014776659716,5213.75
2019-06-01,Bolsonaro,Óleo de soja,-0.19,98.37544010930048,144.0129415441693,5214.27
2019-07-01,Bolsonaro,Óleo de soja,-0.85,97.53924886837144,142.51796849257087,5224.18
2019-08-01,Bolsonaro,Óleo de soja,-0.99,96.57361030457456,140.95190172434192,5229.93
2019-09-01,Bolsonaro,Óleo de soja,5.03,101.43126290289466,148.10096692482222,5227.84
2019-10-01,Bolsonaro,Óleo de soja,2.39,103.85547008627384,151.48902841480202,5233.07
2019-11-01,Bolsonaro,Óleo de soja,2.26,106.20260371022364,154.12659526651223,5259.76
2019-12-01,Bolsonaro,Óleo de soja,2.25,108.59216229370364,155.8026316404619,5320.25
2020-01-01,Bolsonaro,Óleo de soja,2.74,111.56758754055114,159.7362534263219,5331.42
2020-02-01,Bolsonaro,Óleo de soja,1.29,113.00680941982424,161.39332389123624,5344.75
2020-03-01,Bolsonaro,Óleo de soja,0.85,113.96736729989276,162.65135152062737,5348.49
2020-04-01,Bolsonaro,Óleo de soja,1.49,115.66548107266117,165.58817010944847,5331.91
2020-05-01,Bolsonaro,Óleo de soja,-0.44,115.15655295594144,165.48839903229333,5311.65
2020-06-01,Bolsonaro,Óleo de soja,2.47,118.0009198139532,169.13621755706774,5325.46
2020-07-01,Bolsonaro,Óleo de soja,-0.29,117.65871714649272,168.04082779988934,5344.63
2020-08-01,Bolsonaro,Óleo de soja,9.48,128.81276353198024,183.53052584157743,5357.46
2020-09-01,Bolsonaro,Óleo de soja,27.54,164.28779860868758,232.58618314532245,5391.75
2020-10-01,Bolsonaro,Óleo de soja,17.44,192.93959068604264,270.82011279861814,5438.12
2020-11-01,Bolsonaro,Óleo de soja,9.24,210.76720886543305,293.2340685403296,5486.52
2020-12-01,Bolsonaro,Óleo de soja,4.99,221.2844925878181,303.7655046238098,5560.59
2021-01-01,Bolsonaro,Óleo de soja,-1.08,218.89462006786968,299.7355777372755,5574.49
2021-02-01,Bolsonaro,Óleo de soja,-3.15,211.9994395357318,287.8186979379617,5622.43
2021-03-01,Bolsonaro,Óleo de soja,-2.3,207.12345242640995,278.6077464200604,5674.72
2021-04-01,Bolsonaro,Óleo de soja,1.84,210.9345239510559,282.85735250872114,5692.31
2021-05-01,Bolsonaro,Óleo de soja,2.03,215.21649478726232,286.22350920714723,5739.56
2021-06-01,Bolsonaro,Óleo de soja,0.78,216.89518344660297,286.93527900271977,5769.98
2021-07-01,Bolsonaro,Óleo de soja,-0.01,216.8734939282583,284.1785603417464,5825.37
2021-08-01,Bolsonaro,Óleo de soja,-0.39,216.0276873019381,280.6288277914199,5876.05
2021-09-01,Bolsonaro,Óleo de soja,0.44,216.97820912606664,278.63157177276133,5944.21
2021-10-01,Bolsonaro,Óleo de soja,1.97,221.2526798458501,280.61307422929235,6018.51
2021-11-01,Bolsonaro,Óleo de soja,1.54,224.65997111547625,282.25291799248924,6075.69
2021-12-01,Bolsonaro,Óleo de soja,2.6,230.50113036447863,287.49291562343535,6120.04
2022-01-01,Bolsonaro,Óleo de soja,1.43,233.79729652869068,290.037775781225,6153.09
2022-02-01,Bolsonaro,Óleo de soja,0.6,235.20008030786283,288.86033508092817,6215.24
2022-03-01,Bolsonaro,Óleo de soja,8.99,256.3445675275397,309.80980523663845,6315.93
2022-04-01,Bolsonaro,Óleo de soja,8.24,277.467359891809,331.82077299697835,6382.88
2022-05-01,Bolsonaro,Óleo de soja,1.81,282.4895191058507,336.2463467154153,6412.88
2022-06-01,Bolsonaro,Óleo de soja,-0.68,280.5685903759309,331.7370417706835,6455.85
2022-07-01,Bolsonaro,Óleo de soja,-2.41,273.806887347871,325.9587093957984,6411.95
2022-08-01,Bolsonaro,Óleo de soja,-5.56,258.5832244113293,308.94747053442796,6388.87
2022-09-01,Bolsonaro,Óleo de soja,-6.27,242.37005624073905,290.4187821055856,6370.34
2022-10-01,Bolsonaro,Óleo de soja,-2.85,235.462509637878,280.4867550742813,6407.93
2022-11-01,Bolsonaro,Óleo de soja,0.33,236.23953591968296,280.26339137238534,6434.2
2022-12-01,Bolsonaro,Óleo de soja,1.7,240.25560803031755,283.271674456991,6474.09
2023-01-01,Lula,Óleo de soja,-0.46,239.15043223337807,280.4821851510031,6508.4
2023-02-01,Lula,Óleo de soja,-2.25,233.76954750812703,271.88750434255013,6563.07
2023-03-01,Lula,Óleo de soja,-4.01,224.3953886530512,259.14480034981017,6609.67
2023-04-01,Lula,Óleo de soja,-4.44,214.43223339685568,246.1372959856903,6649.99
2023-05-01,Lula,Óleo de soja,-7.11,199.18610160233925,228.1124463389421,6665.28
2023-06-01,Lula,Óleo de soja,-8.96,181.33902689876965,207.83977361609251,6659.95
2023-07-01,Lula,Óleo de soja,-4.77,172.68915531569834,197.68864762287123,6667.94
2023-08-01,Lula,Óleo de soja,-1.03,170.91045701594666,195.203377354807,6683.28
2023-09-01,Lula,Óleo de soja,-1.17,168.91080466886007,192.4191081956826,6700.66
2023-10-01,Lula,Óleo de soja,-1.77,165.92108342622123,188.5607886625855,6716.74
2023-11-01,Lula,Óleo de soja,0.32,166.45203089318517,188.635914776787,6735.55
2023-12-01,Lula,Óleo de soja,3.93,172.9935957072873,194.95751750051846,6773.27
2024-01-01,Lula,Óleo de soja,2.84,177.90661382537428,199.6556903033735,6801.72
2024-02-01,Lula,Óleo de soja,-1.06,176.0208037188253,195.91338207869575,6858.17
2024-03-01,Lula,Óleo de soja,-2.75,171.18023161655762,190.2214948861802,6869.14
2024-04-01,Lula,Óleo de soja,0.26,171.62530021876066,189.9941684972315,6895.24
2024-05-01,Lula,Óleo de soja,0.13,171.84841310904503,189.3700068134298,6926.96
2024-06-01,Lula,Óleo de soja,0.78,173.1888307312956,190.44706100013508,6941.51
2024-07-01,Lula,Óleo de soja,0.4,173.8815860542208,190.48494438297098,6967.89
2024-08-01,Lula,Óleo de soja,1.26,176.07249403850398,192.92354032434216,6966.5
2024-09-01,Lula,Óleo de soja,3.53,182.28785307806316,198.85883663363856,6997.15
2024-10-01,Lula,Óleo de soja,5.1,191.58453358504437,207.83687082575267,7036.33
2024-11-01,Lula,Óleo de soja,11.0,212.65883227939923,229.80275098425886,7063.77
2024-12-01,Lula,Óleo de soja,5.12,223.54696449210445,240.3190473586461,7100.5
2025-01-01,Lula,Óleo de soja,-0.87,221.60210590102312,237.84774205719273,7111.86
2025-02-01,Lula,Óleo de soja,-1.98,217.2143842041829,230.12358781835678,7205.03
2025-03-01,Lula,Óleo de soja,-1.99,212.8918179585196,224.28805826547543,7245.38
2025-04-01,Lula,Óleo de soja,-0.97,210.826767324322,221.16132188416944,7276.54
2025-05-01,Lula,Óleo de soja,-1.28,208.12818470257065,217.76424013252122,7295.46
2025-06-01,Lula,Óleo de soja,-0.59,206.90022841282544,215.96109795714074,7312.97
2025-07-01,Lula,Óleo de soja,0.46,207.85196946352443,216.39200991656529,7331.98
2025-08-01,Lula,Óleo de soja,-0.15,207.5401915093292,216.3055002088716,7323.91
2025-09-01,Lula,Óleo de soja,3.57,214.94937634621223,222.95755544963586,7359.06
2025-10-01,Lula,Óleo de soja,4.64,224.9230274086765,233.09310213133497,7365.68
2025-11-01,Lula,Óleo de soja,2.95,231.55825671723247,239.53812226711162,7378.94
2025-12-01,Lula,Óleo de soja,-0.34,230.7709586443939,237.93851174993102,7403.29
2026-01-01,Lula,Óleo de soja,-3.32,223.1093628174,229.28234795316223,7427.72
2026-02-01,Lula,Óleo de soja,-2.62,217.26389751158413,221.72320857390852,7479.71
2026-03-01,Lula,Óleo de soja,-0.7,215.74305022900305,218.25058323265998,7545.53
2026-04-01,Lula,Óleo de soja,0.73,217.3179744956748,218.38051977525538,7596.09
2026-05-01,Lula,Óleo de soja,-0.87,215.4273081175624,215.23218669034256,7640.15
2026-06-01,Lula,Óleo de soja,-2.78,209.43842895189417,208.9145845049922,7652.37
2026-07-01,Lula,Óleo de soja,-1.56,206.17118946024465,205.51156916261388,7657.73
2026-08-01,Lula,Óleo de soja,0.48,207.16081116965375,207.16081116965375,7633.23
